SDSS,Plate,MJD,Fiber,RA,Dec,umag,gmag,rmag,imag,zmag,Teff,logg,Mass,Type,spec_file,filename,object_name,plate,mjd,fiberid,z,J0410_mag,J0410_err,J0430_mag,J0430_err,iSDSS_mag,iSDSS_err,J0660_mag,J0660_err,rSDSS_mag,rSDSS_err,J0515_mag,J0515_err,zSDSS_mag,zSDSS_err,J0378_mag,J0378_err,gSDSS_mag,gSDSS_err,J0395_mag,J0395_err,uJAVA_mag,uJAVA_err,J0861_mag,J0861_err,match_separation_arcsec,gaia_WDJ_name,gaia_source_id,gaia_ra,gaia_dec,gaia_parallax,gaia_phot_g_mean_mag,gaia_phot_bp_mean_mag,gaia_phot_rp_mean_mag,gaia_umag,gaia_gmag,gaia_rmag,gaia_imag,gaia_zmag,gaia_teff_H,gaia_logg_H,gaia_mass_H,gaia_Pwd
010832.58+153852.5,2825,54439,400,17.135735,15.647909,19.83,19.66,19.88,20.16,20.25,24277.0,7.85,0.56,DA,results_convolution_2/spectra/spec-2825-54439-0400.fits,spec-2825-54439-0400.fits,2825-54389-02,2825.0,54439.0,400.0,,19.784317736936124,0.0103307336234814,19.756067126311315,0.0087068458542524,20.07424405796933,0.0065065808014083,20.03383671506858,0.0106319914886894,19.869071279017952,0.003959193380692,19.71210075549258,0.0074644003595887,20.205380510190373,0.0203654128266849,19.972748227129323,0.0454302369993836,19.72493056315853,0.0030484772473968,19.929320455818647,0.0186063294422771,20.133360925003963,0.0429803717140358,20.27932344902728,0.0269492687303074,0.13918610333156928,WDJ010832.58+153852.43 ,2783455471452379008,17.13575308826396,15.647874482895213,1.1158006909862337,19.77002,19.643448,19.874834,19.75,19.615,19.868,20.063,20.306,,,,0.986082
010935.12-101909.5,2864,54467,292,17.396346,-10.319299,20.87,20.38,20.32,20.39,20.49,8593.0,8.28,0.764,DA,results_convolution_2/spectra/spec-2864-54467-0292.fits,spec-2864-54467-0292.fits,2864-54462-01,2864.0,54467.0,292.0,,20.90022268926193,0.0184152501569887,20.745129709778105,0.0134099588768851,20.511329315459072,0.0067956296865965,20.51314514462076,0.0113244624560665,20.379843406043012,0.0040113054324068,20.488182179421397,0.0093474369740059,20.78542044478736,0.0232754795554051,21.062710054558245,0.0836291766325993,20.59148096124091,0.0042007796758469,20.990977076863068,0.0332627572764577,21.187409843405625,0.0623694979687163,20.808932123744704,0.0280663212587754,0.48155215086618064,WDJ010935.12-101909.47 ,2470127741669283456,17.39648089095407,-10.319315770335399,1.365813540311505,20.272593,20.299091,19.97986,20.885,20.371,20.337,20.392,20.562,,,,0.62777
010947.00-090742.2,2864,54467,344,17.445818,-9.128381,17.47,17.85,18.32,18.64,19.0,52720.0,7.72,0.575,DA,results_convolution_2/spectra/spec-2864-54467-0344.fits,spec-2864-54467-0344.fits,2864-54462-01,2864.0,54467.0,344.0,,17.698676728857315,0.0019399984127913,17.74135859744802,0.0017961059722953,18.71432173042292,0.0016866311605716,18.456247652696383,0.0026010500239713,18.28900508177508,0.0008803012010663,17.969448595343557,0.0017946899677173,18.930710869867404,0.0053912869585163,17.68972891593699,0.0068708982747887,17.844580634809738,0.0006728365090921,17.659362244303345,0.0029823740195409,17.83925616286995,0.005315782475929,18.97921900055605,0.0068872969066395,0.19445465453772584,WDJ010946.99-090742.28 ,2471769621766798720,17.4458501472034,-9.128424705925681,1.3913316461740868,18.056293,17.921932,18.344366,17.473,17.832,18.302,18.634,18.988,47005.76,7.687276,0.5502517,0.989301
010947.00-090742.1,659,52199,542,17.445826,-9.1283668,17.47,17.85,18.32,18.64,19.0,54902.0,7.78,,DA,results_convolution_2/spectra/spec-0659-52199-0542.fits,spec-0659-52199-0542.fits,0659-52192-01,659.0,52199.0,542.0,,17.4494835984869,0.0029793653195219,17.5841680806709,0.0028431198777586,18.6437919421358,0.0030060442693336,18.460851131309678,0.0043586838524374,18.29414038638486,0.0017877705091345,17.95999743889471,0.0030230131121351,18.78225176163945,0.0102287179902315,17.25683367446205,0.0087286810331134,17.747349525396523,0.0011115367575074,17.31907638355589,0.0043425852996933,17.413469776015624,0.0080023119969379,18.84951994624929,0.0137570238097111,0.2254390002028184,WDJ010946.99-090742.28 ,2471769621766798720,17.4458501472034,-9.128424705925681,1.3913316461740868,18.056293,17.921932,18.344366,17.473,17.832,18.302,18.634,18.988,47005.76,7.687276,0.5502517,0.989301
010956.62+153817.2,2825,54439,480,17.485922,15.638121,20.13,19.88,19.9,20.07,20.47,19222.0,8.01,0.626,DA,results_convolution_2/spectra/spec-2825-54439-0480.fits,spec-2825-54439-0480.fits,2825-54389-02,2825.0,54439.0,480.0,,20.043702011697142,,19.969477701910957,,19.965710335152487,,20.021383609474437,,19.840006098853685,,19.745795582421387,,20.065587157005645,,20.26739241885567,,19.829178475515317,,20.235312779028867,,20.39839191655073,,20.127900662476087,,0.17493772192891596,WDJ010956.62+153817.10 ,2783445193595433344,17.48597205096152,15.63812718769898,4.175496108981981,19.839466,19.979652,19.668236,,,,,,9045.111,8.231092,0.7416629,0.986933
010957.31+152427.6,2825,54439,182,17.488809,15.407663,20.79,20.35,20.34,20.3,20.25,8133.0,8.27,0.757,DA,results_convolution_2/spectra/spec-2825-54439-0182.fits,spec-2825-54439-0182.fits,2825-54389-02,2825.0,54439.0,182.0,,20.529835856599117,0.0151437465433839,20.542315252040545,0.0126410793049415,20.59187023472368,0.0084943552307505,20.621808320366743,0.0143828416854938,20.45208201055103,0.0053329372225826,20.478690718618218,0.0101955676105649,20.64768437478829,0.0251392680462385,20.73418124541669,0.0659453115678945,20.480460856767746,0.0042656793625708,20.60090802672692,0.0271207523895532,20.907747481055885,0.070312452942239,20.67857929554416,0.0310914371826078,0.3381452286053555,WDJ010957.32+152427.85 ,2783386747680369152,17.488767318075773,15.407578100317158,3.7982513887633162,20.255133,20.45698,20.170341,20.777,20.38,20.294,20.298,20.724,8551.179,8.232624,0.7415383,0.985789
011009.10+132616.1,422,51811,48,17.537903,13.437817,16.55,16.55,16.88,17.03,16.94,25327.0,7.48,,DAM,results_convolution_2/spectra/spec-0422-51811-0048.fits,spec-0422-51811-0048.fits,0422-51808-01,422.0,51811.0,48.0,,16.323330038884414,,16.384921994375468,,16.98853551294858,,17.03279556938815,,16.87536174490284,,16.593248008575777,,16.874220267477675,,16.38552021391876,,16.482294386677786,,16.3289603770859,,16.525138029658144,,16.951797079128376,,0.7569568846944179,WDJ011009.09+132616.38 ,2584756467429594880,17.538106570210566,13.437746226558149,3.664279545465203,16.705528,16.687265,16.7163,16.529,16.565,16.942,17.079,17.007,12077.34,6.496584,0.1618893,0.979047
011009.10+132616.1,422,51878,53,17.537903,13.437817,16.55,16.55,16.88,17.03,16.94,24466.0,7.36,,DAM,results_convolution_2/spectra/spec-0422-51878-0053.fits,spec-0422-51878-0053.fits,0422-51877-01,422.0,51878.0,53.0,,16.41146488462814,0.0021235177555093,16.46373230909159,0.0019851483041706,17.049856982092315,0.0010782648916675,17.11577928691063,0.0024331705258361,16.929592642030705,0.0008195311676967,16.652213495451356,0.0019153628821662,16.924362451251305,0.0024191857113748,16.47799286915491,0.0059475382031551,16.549777245142486,0.0007314739056954,16.453748876243075,0.0033015085405088,16.615403995161863,0.0054021552956425,17.033504934867786,0.0032715017733114,0.7569568846944179,WDJ011009.09+132616.38 ,2584756467429594880,17.538106570210566,13.437746226558149,3.664279545465203,16.705528,16.687265,16.7163,16.529,16.565,16.942,17.079,17.007,12077.34,6.496584,0.1618893,0.979047
011012.48-000313.5,694,52209,103,17.551983,-0.05374027,19.48,19.41,19.46,19.49,19.88,10864.0,8.1,,DA:,results_convolution_2/spectra/spec-0694-52209-0103.fits,spec-0694-52209-0103.fits,0694-52204-01,694.0,52209.0,103.0,,19.30934334331265,,19.2801312522599,,19.622236629583448,,19.572122022729964,,19.44398244629621,,19.33674432861013,,19.73085438696692,,19.338719378336883,,19.31632493427077,,19.326121895600345,,19.520172066261857,,19.769894367264577,,0.3564675208975829,WDJ011012.47-000313.57 ,2534716696816623104,17.55206153344614,-0.05380057934646106,2.981269821068099,19.38392,19.463436,19.350433,19.448,19.367,19.447,19.663,19.817,11045.78,7.838664,0.5132577,0.987179
011043.32+165450.8,2825,54439,442,17.680516,16.914109,20.37,20.2,20.54,20.88,20.99,20421.0,7.66,0.482,DA,results_convolution_2/spectra/spec-2825-54439-0442.fits,spec-2825-54439-0442.fits,2825-54389-02,2825.0,54439.0,442.0,,20.250453348815302,,20.265657982248666,,21.01815361754557,,20.79803754951606,,20.521020049368737,,20.31245235544932,,21.33461851608893,,20.367562200518044,,20.26597095871343,,20.331285123375544,,20.522847070807323,,21.366327429671934,,0.23455510845428354,WDJ011043.33+165450.77 ,2784126375408643200,17.680512164516642,16.91404394922271,1.277391581108305,20.376799,20.411913,20.540422,20.39,20.218,20.555,20.887,21.106,,,,0.952501
011048.39+141635.9,422,51811,74,17.701616,14.276626,18.93,18.56,18.56,18.6,18.75,9260.0,8.61,0.974,DA,results_convolution_2/spectra/spec-0422-51811-0074.fits,spec-0422-51811-0074.fits,0422-51808-01,422.0,51811.0,74.0,,18.577003904142565,0.0056476584761673,18.57032369321976,0.0048651178503087,18.55826507018468,0.0024867205479293,18.685460783885723,0.0046846430652284,18.51382324135306,0.0016647380424977,18.458517426450605,0.0038612535831255,18.5393031653117,0.0072198084208077,18.6642521915526,0.0186499577094145,18.505696774584884,0.0016338396263423,18.601247510116828,0.0093010411145319,18.810522551492973,0.0176487106876109,18.61531503546328,0.0094357078669845,0.28627002544009755,WDJ011048.39+141635.90 ,2590994168692148224,17.701653569693157,14.276696694403704,5.306346215448348,18.509043,18.62162,18.386965,18.931,18.562,18.567,18.638,18.851,9232.13,7.749019,0.4615925,0.979033
011048.39+141635.9,422,51878,65,17.701616,14.276626,18.93,18.56,18.56,18.6,18.75,9199.0,8.49,,DA,results_convolution_2/spectra/spec-0422-51878-0065.fits,spec-0422-51878-0065.fits,0422-51877-01,422.0,51878.0,65.0,,18.518236517644404,0.0061652557186036,18.53711452243584,0.005424865484076,18.585013805525413,0.0033876668811121,18.68177399087738,0.0058324880781758,18.49493151894921,0.0021501020852556,18.440841567240064,0.0043532376819015,18.59011944434254,0.0100533335953395,18.651654251719727,0.0218049216614055,18.46860455413748,0.0018180940018746,18.549838191564525,0.0104708393954445,18.79244661867626,0.020517241323868,18.64472287591452,0.0125059469157414,0.28627002544009755,WDJ011048.39+141635.90 ,2590994168692148224,17.701653569693157,14.276696694403704,5.306346215448348,18.509043,18.62162,18.386965,18.931,18.562,18.567,18.638,18.851,9232.13,7.749019,0.4615925,0.979033
011056.57-005624.4,694,52209,46,17.7357,-0.9401047,18.88,18.71,18.98,19.24,19.54,17740.0,8.0,,DA,results_convolution_2/spectra/spec-0694-52209-0046.fits,spec-0694-52209-0046.fits,0694-52204-01,694.0,52209.0,46.0,,18.738641467199763,,18.671952415134875,,19.382574397655624,,19.250585148677963,,18.953259099602427,,18.62426808825638,,19.5705436757949,,18.9648936007115,,18.64701140522656,,18.92634448635332,,19.10141573526408,,19.54592163567548,,0.3310683435715307,WDJ011056.57-005624.34 ,2532968855581150848,17.735767308950937,-0.9400420262665562,2.710439883934117,18.827347,18.849771,19.056004,18.898,18.682,18.971,19.264,19.695,14300.62,7.656468,0.4487814,0.999519
011056.57-005624.3,2328,53728,50,17.735715,-0.94008,18.88,18.71,18.98,19.24,19.54,17543.0,7.9,0.567,DA,results_convolution_2/spectra/spec-2328-53728-0050.fits,spec-2328-53728-0050.fits,2328-53727-01,2328.0,53728.0,50.0,,18.655170517157774,,18.644198084219617,,19.29213119088569,,19.266876205263223,,18.983667233776774,,18.682300554664188,,19.458307568934323,,18.886303988619453,,18.65170797058968,,18.79749114216052,,19.013383836806305,,19.515523950287125,,0.23268073773039621,WDJ011056.57-005624.34 ,2532968855581150848,17.735767308950937,-0.9400420262665562,2.710439883934117,18.827347,18.849771,19.056004,18.898,18.682,18.971,19.264,19.695,14300.62,7.656468,0.4487814,0.999519
011056.59+143458.4,2825,54439,140,17.735783,14.582883,18.15,17.75,18.03,18.23,18.46,14681.0,7.99,0.606,DA,results_convolution_2/spectra/spec-2825-54439-0140.fits,spec-2825-54439-0140.fits,2825-54389-02,2825.0,54439.0,140.0,,17.878776943796744,,17.810279439403978,,18.191889033045094,,18.246176455856364,,17.95602895454075,,17.701844696915863,,18.29160713226181,,18.15246032607474,,17.749838346831247,,18.06788051075529,,18.28605633065292,,18.35621378011941,,0.20796346844137711,WDJ011056.59+143458.65 ,2591038458395047168,17.735840753448485,14.58289759740823,5.150191483187477,17.898321,17.919123,18.007,18.113,17.766,18.01,18.237,18.528,14229.48,7.997641,0.6095049,0.999002
011100.63+001807.2,694,52209,597,17.752638,0.30200177,19.11,18.77,18.96,19.1,19.37,11565.0,8.24,,DA,results_convolution_2/spectra/spec-0694-52209-0597.fits,spec-0694-52209-0597.fits,0694-52204-01,694.0,52209.0,597.0,,18.837294938591832,,18.791348335128625,,19.18851242054206,,19.220049424741653,,18.93627956636744,,18.688455365729236,,19.29829817216044,,19.085283048786785,,18.73672336980521,,19.01858270829268,,19.212214816099863,,19.35862480631709,,0.40656693377942504,WDJ011100.63+001807.06 ,2534803111558973056,17.752682722039026,0.30189806673300806,3.69371904701901,18.828325,18.884367,18.826853,19.215,18.769,18.935,19.151,19.244,11590.34,7.887682,0.5410969,0.99353
011100.64+001807.2,2328,53728,592,17.752653,0.301991,19.11,18.77,18.96,19.1,19.37,11765.0,8.32,0.794,DA,results_convolution_2/spectra/spec-2328-53728-0592.fits,spec-2328-53728-0592.fits,2328-53727-01,2328.0,53728.0,592.0,,18.885066517206816,0.003676739326351,18.859057704130144,0.0032873034159947,19.187343554179755,0.0026624171582026,19.235788838676847,0.0044710226441525,18.956487899774334,0.0013971042728058,18.75934187476286,0.0027465290783238,19.345753896782163,0.0090286531910455,19.07418446233732,0.0147322205662394,18.798664159515987,0.0011218514272272,19.01099231204413,0.0063399714928859,19.20996342775316,0.0118767442162286,19.404572738377414,0.0111638321420899,0.351253149033027,WDJ011100.63+001807.06 ,2534803111558973056,17.752682722039026,0.30189806673300806,3.69371904701901,18.828325,18.884367,18.826853,19.215,18.769,18.935,19.151,19.244,11590.34,7.887682,0.5410969,0.99353
011114.58+261918.5,2060,53706,348,17.810754,26.321815,20.46,20.18,20.32,20.55,20.63,15446.0,7.66,0.47,DA,results_convolution_2/spectra/spec-2060-53706-0348.fits,spec-2060-53706-0348.fits,2060-53663-01,2060.0,53706.0,348.0,,20.30429389327133,0.0110420882283553,20.252613391420677,0.0093887861177773,20.43648619108105,0.0068431636834901,20.487662596517687,0.0117053933059171,20.30555309125979,0.0042388887961097,20.157448338661744,0.0081329984069036,20.292733910037946,0.0163629677168391,20.60804501376393,0.0578848024158476,20.198794945772725,0.0033016106276432,20.488814610114154,0.0202401239404411,20.718600493076217,0.0408132131572323,20.339644177075563,0.0212186915830373,0.30143856949711834,WDJ011114.57+261918.62 ,306504053247863040,17.810672984834383,26.321773308066344,2.221784289962079,20.214336,20.219881,19.900805,20.432,20.189,20.346,20.591,20.772,,,,0.846774
011127.12+252701.0,2060,53706,306,17.863015,25.450266,18.03,18.04,18.37,18.65,18.94,21284.0,8.29,0.788,DA,results_convolution_2/spectra/spec-2060-53706-0306.fits,spec-2060-53706-0306.fits,2060-53663-01,2060.0,53706.0,306.0,,18.029763027118623,0.0025833778618218,18.02778403599876,0.0022790510582391,18.81426377615785,0.0022578870927796,18.716573205301778,0.0032150642485398,18.446794458360195,0.0010546174763919,18.12137314331894,0.0021050434410679,19.072146855293944,0.0089442907136346,18.131365725658178,0.0104390466899523,18.061864479210875,0.0008261879521315,18.10647086571293,0.0042595341408276,18.28229976126889,0.00742456594834,19.132696561667625,0.0111860742511887,0.1857514546164486,WDJ011127.11+252700.98 ,294384170934237312,17.862968163511976,25.45023644071854,4.391333431332386,18.190508,18.103996,18.336735,18.058,18.021,18.363,18.632,18.903,20848.6,8.37644,0.8551016,0.999173
011130.67+141049.7,2825,54439,89,17.877812,14.180463,20.4,19.97,20.28,20.5,20.77,15022.0,7.91,,DAH,results_convolution_2/spectra/spec-2825-54439-0089.fits,spec-2825-54439-0089.fits,2825-54389-02,2825.0,54439.0,89.0,,20.216979266677647,0.0154199989394558,20.16804067550067,0.0119592726566761,20.76567098876884,0.0104142757668449,20.706350104688237,0.0174132541653677,20.35106307453324,0.0055962854817838,20.104498987944247,0.0092277840693677,21.265667357358204,0.0426302244078826,20.49824348789576,0.0719700982848963,20.120093141585635,0.0040053909836761,20.346690776298523,0.0294236575972664,20.6376961046522,0.0664069923925883,21.37822047665116,0.0586004636121967,0.2408471025225946,WDJ011130.68+141049.82 ,2590989117810901120,17.877785935254373,14.18040105426275,2.831783993584454,20.108019,20.1886,20.218193,20.343,20.016,20.174,20.43,20.569,14114.29,8.49002,0.9187352,0.994929
011159.32+150127.7,2825,54439,166,17.997171,15.024364,19.35,19.14,19.33,19.49,19.69,11640.0,8.68,,DZ,results_convolution_2/spectra/spec-2825-54439-0166.fits,spec-2825-54439-0166.fits,2825-54389-02,2825.0,54439.0,166.0,,19.249630957213533,,19.256386262204465,,19.62008647280336,,19.47893007307821,,19.414008789304383,,19.317471596848016,,19.72167701537672,,19.25231880300155,,19.27645377523195,,19.38904661213237,,19.40740278736528,,19.72061089665053,,0.7767253165107124,WDJ011159.30+150127.83 ,2591195654198397696,17.99738850866899,15.024314803429796,3.7666108221433454,19.251402,19.32349,19.339972,19.342,19.195,19.319,19.516,19.691,13598.0,8.360486,0.8344126,0.997074
011210.22+162832.2,2825,54439,533,18.042577,16.475602,19.63,19.77,20.12,20.44,20.69,29319.0,7.18,0.41,DA,results_convolution_2/spectra/spec-2825-54439-0533.fits,spec-2825-54439-0533.fits,2825-54389-02,2825.0,54439.0,533.0,,19.69413665344927,0.0073668408157292,19.74773964001445,0.0067589279996319,20.87052881181692,0.0105343749730419,20.52446225401317,0.0130818297717255,20.32482848530632,0.0047629155275552,19.96207332831319,0.0072087122512431,21.515919174666813,0.049123373243201,19.729987562568645,0.0261425216080643,19.851088690475684,0.0026567106161166,19.717018137984347,0.0117743569218802,19.86783786840879,0.0249711039020606,21.77001358880458,0.0779456333823522,0.1820994916256019,WDJ011210.21+162832.23 ,2783887304644235776,18.04262404150205,16.475624885518407,1.4940435579167914,19.957378,19.87457,20.225477,19.63,19.76,20.094,20.42,20.649,,,,0.997957
011215.82-102601.2,2864,54467,251,18.065909,-10.433659,20.73,20.43,20.66,20.75,20.95,13873.0,8.0,0.609,DA,results_convolution_2/spectra/spec-2864-54467-0251.fits,spec-2864-54467-0251.fits,2864-54462-01,2864.0,54467.0,251.0,,20.73937796533485,,20.673234544606167,,21.13384695181734,,21.199278986590905,,20.91665722913367,,20.6118162059006,,21.44426716984571,,21.09160565519631,,20.64669563178932,,20.896508154680117,,21.22257636322437,,21.58547588509088,,0.44317357589766787,WDJ011215.82-102601.06 ,2471375687366446720,18.06603412664298,-10.433662367447848,1.8513275301670828,20.557062,20.359621,20.44588,20.779,20.419,20.595,20.701,20.98,,,,0.96653
011227.52-085738.7,2864,54467,373,18.114681,-8.960747,19.13,19.2,19.48,19.75,19.98,26141.0,8.95,1.148,DA,results_convolution_2/spectra/spec-2864-54467-0373.fits,spec-2864-54467-0373.fits,2864-54462-01,2864.0,54467.0,373.0,,19.01123577534303,,19.06973426856896,,19.90310075478157,,19.83740504440086,,19.56252790547969,,19.18170001311008,,19.968930741146718,,18.97942030066526,,19.09839228243513,,18.85661990927428,,19.114563288831285,,20.026723591118436,,0.1962890169326026,WDJ011227.52-085738.68 ,2471858377266909696,18.114702157743555,-8.960797360262134,2.2067487272431463,19.315989,19.285156,19.471857,19.145,19.153,19.463,19.76,20.066,18988.92,8.003578,0.6234515,0.999212
